,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Commercial associate,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Academic degree,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Civil marriage,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_Co-op apartment,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
1409,0,46,9.772602739726029,1,0,0,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1410,1,36,13.446575342465753,1,0,0,0,3,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1411,0,49,5.854794520547945,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1412,0,54,2.684931506849315,1,0,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1413,1,52,17.03013698630137,1,0,1,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1414,2,33,12.775342465753424,1,0,0,0,4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1415,1,56,-1000.6657534246576,1,0,1,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1416,0,66,-1000.6657534246576,1,0,0,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1417,0,44,11.27945205479452,1,0,0,0,2,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1418,0,57,-1000.6657534246576,1,0,1,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1419,0,45,15.778082191780822,1,0,0,0,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1420,1,27,2.271232876712329,1,1,1,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1421,0,53,7.610958904109589,1,0,0,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1422,0,64,-1000.6657534246576,1,0,1,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1423,0,49,18.53150684931507,1,0,0,0,2,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1424,0,48,5.936986301369863,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1425,0,60,-1000.6657534246576,1,0,0,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1426,0,45,4.021917808219178,1,1,0,0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1427,0,43,7.358904109589041,1,1,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1428,0,45,22.95068493150685,1,0,0,0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1429,0,54,7.276712328767124,1,0,0,0,2,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1430,0,58,-1000.6657534246576,1,0,0,0,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1431,0,59,8.276712328767124,1,0,0,0,1,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1432,0,46,22.115068493150684,1,1,1,0,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1433,0,48,3.441095890410959,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1434,0,54,15.197260273972605,1,0,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1435,0,60,24.78356164383561,1,0,1,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1436,0,60,-1000.6657534246576,1,0,0,0,1,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1437,0,48,2.3534246575342466,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1438,0,55,9.443835616438356,1,0,0,0,1,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1439,0,48,-1000.6657534246576,1,0,0,0,2,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1440,1,50,20.284931506849315,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1441,0,57,-1000.6657534246576,1,0,0,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1442,0,58,6.523287671232877,1,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1443,0,48,3.356164383561644,1,0,0,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1444,0,48,8.106849315068493,1,0,1,0,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1445,1,53,20.284931506849315,1,0,1,0,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1446,1,42,1.9342465753424656,1,0,0,0,3,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1447,0,66,14.194520547945206,1,0,0,0,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1448,0,29,3.2739726027397262,1,0,0,0,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1449,2,42,1.6821917808219178,1,0,0,0,4,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1450,2,35,14.778082191780822,1,1,0,0,4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1451,0,52,6.356164383561644,1,0,0,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1452,1,29,7.024657534246575,1,0,1,0,3,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1453,0,55,7.687671232876712,1,0,1,0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1454,0,29,8.443835616438356,1,0,0,0,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1455,2,29,2.76986301369863,1,1,1,0,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1456,0,59,8.772602739726027,1,1,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1457,2,34,7.526027397260274,1,1,0,0,4,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1458,1,36,11.613698630136986,1,0,0,0,3,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1459,0,49,6.772602739726027,1,1,0,0,2,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1460,0,65,-1000.6657534246576,1,0,1,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1461,0,50,3.854794520547945,1,0,0,0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1462,0,54,12.194520547945206,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1463,1,56,-1000.6657534246576,1,0,1,0,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1464,0,42,2.4383561643835616,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1465,0,56,-1000.6657534246576,1,0,0,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1466,2,42,0.9342465753424658,1,0,0,0,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1467,0,35,1.2712328767123289,1,1,1,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1468,0,57,-1000.6657534246576,1,0,0,0,2,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1469,0,49,15.616438356164384,1,0,1,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1470,0,29,4.104109589041096,1,0,0,0,1,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1471,0,59,-1000.6657534246576,1,0,0,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1472,0,49,1.5205479452054795,1,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1473,0,54,-1000.6657534246576,1,0,0,0,2,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1474,0,46,10.775342465753424,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1475,0,39,5.356164383561644,1,0,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1476,0,67,-1000.6657534246576,1,0,0,0,2,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1477,0,37,3.441095890410959,1,0,0,0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1478,0,34,4.441095890410959,1,0,1,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1479,0,31,4.104109589041096,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1480,0,62,-1000.6657534246576,1,0,1,0,2,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1481,0,51,29.252054794520543,1,0,0,0,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1482,2,31,4.572602739726028,1,0,0,0,4,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1483,0,27,5.654794520547945,1,1,1,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1484,1,39,2.232876712328767,1,1,0,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1485,0,68,-1000.6657534246576,1,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1486,2,43,7.323287671232877,1,0,0,0,4,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1487,0,30,1.484931506849315,1,1,0,0,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1488,0,54,23.66849315068493,1,1,1,0,2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1489,1,33,9.238356164383562,1,0,0,0,3,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1490,1,43,3.4876712328767123,1,1,0,0,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1491,1,30,3.4876712328767123,1,0,1,0,2,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1492,0,41,0.9835616438356164,1,0,0,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1493,0,56,24.915068493150685,1,1,0,0,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1494,1,47,4.405479452054794,1,1,0,0,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1495,0,56,-1000.6657534246576,1,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1496,0,28,3.9863013698630136,1,1,0,0,2,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1497,2,37,11.493150684931509,1,0,1,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1498,3,38,0.8986301369863013,1,1,0,1,5,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1499,0,25,0.3178082191780822,1,1,0,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1500,0,66,-1000.6657534246576,1,0,0,0,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1501,1,33,11.493150684931509,1,1,1,0,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1502,2,39,17.495890410958904,1,0,0,0,4,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1503,0,35,2.652054794520548,1,0,0,0,2,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1504,0,48,27.252054794520543,1,0,0,0,1,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1505,0,61,-1000.6657534246576,1,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1506,2,40,2.56986301369863,1,0,0,0,4,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1507,0,29,1.4027397260273973,1,1,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1508,0,51,-1000.6657534246576,1,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1509,1,32,13.991780821917809,1,1,0,0,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1510,0,46,19.164383561643834,1,0,1,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1511,0,47,9.575342465753424,1,1,1,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1512,0,28,4.487671232876712,1,0,0,0,2,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1513,0,35,4.301369863013699,1,1,0,0,2,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1514,0,44,6.134246575342465,1,0,0,0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1515,1,43,8.471232876712328,1,0,1,0,3,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1516,0,66,-1000.6657534246576,1,0,1,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1517,2,33,0.9643835616438357,1,0,0,0,4,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1518,1,43,22.47945205479452,1,0,1,1,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1519,0,51,25.315068493150687,1,0,0,0,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1520,1,29,3.72054794520548,1,0,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1521,0,53,-1000.6657534246576,1,0,1,0,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1522,1,36,1.7945205479452055,1,0,0,0,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
1523,2,41,8.052054794520547,1,0,1,0,4,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1524,0,45,10.471232876712328,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1525,0,52,28.232876712328768,1,0,0,0,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1526,0,32,1.632876712328767,1,1,1,0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1527,0,47,21.06027397260274,1,0,0,1,2,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1528,1,37,2.0465753424657533,1,0,0,0,3,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1529,1,41,0.8794520547945206,1,1,1,0,3,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1530,1,41,0.8794520547945206,1,1,1,0,3,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1531,1,41,15.824657534246576,1,0,0,0,3,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1532,1,38,2.652054794520548,1,0,0,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1533,0,47,6.654794520547945,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1534,0,49,8.657534246575343,1,1,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1535,0,43,18.22465753424657,1,0,1,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1536,0,28,5.967123287671233,1,0,0,0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1537,0,34,6.572602739726028,1,0,0,0,2,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1538,0,31,10.304109589041095,1,0,0,0,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1539,0,58,-1000.6657534246576,1,0,0,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1540,0,54,14.578082191780824,1,1,1,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1541,1,29,7.723287671232876,1,0,0,0,3,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1542,0,49,4.901369863013699,1,0,0,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1543,0,49,18.328767123287676,1,0,0,0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1544,1,30,8.219178082191782,1,0,0,0,3,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1545,0,50,30.61917808219178,1,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1546,0,27,0.684931506849315,1,0,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1547,0,56,0.6,1,0,0,0,2,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1548,0,46,4.602739726027397,1,0,0,0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1549,0,27,5.268493150684932,1,0,0,0,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1550,0,64,-1000.6657534246576,1,0,0,0,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1551,1,51,-1000.6657534246576,1,0,1,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1552,0,41,19.698630136986303,1,0,0,0,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1553,0,67,-1000.6657534246576,1,0,0,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1554,2,36,13.608219178082193,1,0,0,0,4,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1555,0,57,-1000.6657534246576,1,0,0,0,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1556,2,41,3.8493150684931514,1,0,0,0,4,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1557,0,54,8.523287671232877,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1558,0,51,8.605479452054794,1,0,1,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1559,1,41,3.1835616438356165,1,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1560,0,55,2.684931506849315,1,0,0,0,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1561,0,41,6.101369863013699,1,1,1,0,2,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1562,2,39,3.9342465753424656,1,0,0,0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1563,0,57,-1000.6657534246576,1,0,0,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1564,0,40,6.6876712328767125,1,1,1,0,2,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1565,0,39,8.523287671232877,1,0,0,0,2,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1566,2,38,3.687671232876713,1,0,0,0,4,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1567,0,43,0.6,1,0,1,0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1568,0,38,14.189041095890412,1,0,0,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1569,0,46,0.9315068493150684,1,0,0,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1570,0,64,-1000.6657534246576,1,0,0,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1571,1,45,6.602739726027397,1,0,0,0,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1572,0,38,3.2684931506849315,1,0,0,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1573,2,48,5.602739726027397,1,0,0,0,4,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1574,0,54,27.95068493150685,1,0,0,0,2,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1575,0,54,8.69041095890411,1,0,1,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1576,0,44,5.602739726027397,1,0,0,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1577,0,63,-1000.6657534246576,1,0,1,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1578,0,52,11.854794520547944,1,0,0,0,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1579,0,49,8.605479452054794,1,0,0,0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1580,0,45,5.602739726027397,1,0,0,0,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1581,0,51,8.186301369863013,1,0,0,0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1582,0,38,10.76986301369863,1,0,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1583,2,40,1.4328767123287671,1,0,0,1,4,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1584,0,62,-1000.6657534246576,1,0,0,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1585,0,59,-1000.6657534246576,1,0,1,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1586,1,48,3.602739726027397,1,0,1,0,3,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1587,0,44,20.194520547945206,1,1,0,0,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1588,0,44,12.189041095890412,1,0,0,0,2,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
